acct_id,name,ntee_major,revenue,state,subsection_type,employee_count,total_expenses,occupancy_expense
NP-0354,First Educational Trust,education,2647927,AZ,501c3,35,2399774,511996
NP-0355,Faith Cultural Center,arts_culture,39762,TN,501c3,0,38776,15473
NP-0356,Maple Community Services,human_services,492318,WA,501c3,18,490107,55640
NP-0357,Beacon Schools Foundation,education,200837,IN,501c3,1,197749,20012
NP-0358,Golden Ministry,religion,234294,NC,501c3,1,232662,73465
NP-0359,Holy Wildlife Sanctuary,animal,982969,FL,501c3,6,1145167,142529
NP-0360,Liberty Family Services,human_services,497116,MN,501c3,15,494477,46762
NP-0361,Eastview Housing Coalition,housing_shelter,604806,CA,501c3,10,579432,112484
NP-0362,National Neighborhood Coalition,community_improvement,516937,MO,501c3,13,522234,115590
NP-0363,Harvest Social Services,human_services,918812,WA,501c3,11,875029,69636
NP-0364,International Faith Center,religion,79036,CA,501c3,4,84605,23259
NP-0365,Maple Volunteer Fire,public_safety,14870966,AZ,501c3,269,13183583,779791
NP-0366,Riverside Patient Support Network,diseases,44136,GA,501c3,2,37218,6289
NP-0367,Family Ministry,religion,471024,MA,501c3,11,407216,97702
NP-0368,Oakland Medical Auxiliary,health_care,21552,FL,501c3,0,17902,2583
NP-0369,Central Medical Auxiliary,health_care,374480,PA,501c7,19,411221,19383
NP-0370,Eastview Employment Coalition,employment,260453,NV,501c3,12,236814,11357
NP-0371,Willow Social Services,human_services,769646,CA,501c3,18,583984,106052
NP-0372,Oakland Affordable Housing Initiative,housing_shelter,23051439,WV,501c3,43,22141807,6658508
NP-0373,Mountainview Community Foundation,community_improvement,4109552,FL,501c3,63,4097172,819354
NP-0374,Pioneer Job Training Center,employment,13254,IL,501c3,1,12742,808
NP-0375,Lighthouse Youth Foundation,youth_development,780407,NC,501c3,2,765514,94207
NP-0376,Beacon Family Services,human_services,47474,CA,501c6,0,42871,1038
NP-0377,Family Agricultural Coalition,food_agriculture,243058,VA,501c3,1,234527,33162
NP-0378,Hillcrest Synagogue,religion,26368,CA,501c4,0,25757,10127
NP-0379,Heritage Global Relief,international,234362,NV,501c3,0,204686,2961
NP-0380,Eastview Family Services,human_services,787756,WA,501c3,16,751249,87127
NP-0381,Unity Wildlife Fund,environment,161481,MA,501c7,0,160674,2565
NP-0382,Family Boys & Girls Club,youth_development,345549,PA,501c3,12,385931,23354
NP-0383,Golden Family Services,human_services,186917,TN,501c3,4,153598,12459
NP-0384,Sunrise Academy,education,1587209,AZ,501c3,33,1471766,103632
NP-0385,Bright Giving Foundation,philanthropy,451641,TN,501c3,20,342041,27673
NP-0386,Phoenix Helpline,human_services,3472964,TX,501c3,45,2952799,141927
NP-0387,Central Music Society,arts_culture,10564786,NY,501c7,111,8302115,4063359
NP-0388,Open Social Services,human_services,81958,MI,501c3,1,65304,9034
NP-0389,National Research Society,diseases,15619,KS,501c4,0,18170,213
NP-0390,Eagle Sports League,recreation,120404,WA,501c3,2,112150,30692
NP-0391,Oakland Pantry,food_agriculture,286429,MI,501c3,16,219237,30710
NP-0392,United Land Trust,environment,32547,IL,501c3,0,25148,1098
NP-0393,Silver Parks Foundation,recreation,58381,IN,501c3,2,51136,6524
NP-0394,Community Music Society,arts_culture,23911435,NY,501c3,49,25652126,8282705
NP-0395,Central Employment Coalition,employment,38460,VT,501c3,1,38114,1993
NP-0396,Holy Wellness Foundation,health_care,118046,CO,501c3,1,91097,10679
NP-0397,Community Improvement Trust,community_improvement,3515801,AZ,501c3,12,3702641,704835
NP-0398,Northside Aid Society,human_services,19139,NV,501c3,1,14520,1790
NP-0399,Northside Community Foundation,community_improvement,899265,OH,501c3,20,698528,130778
NP-0400,Pioneer Community Clinic,health_care,48237,IA,501c3,1,41218,7426
NP-0401,Greater Social Services,human_services,46350,PA,501c3,1,39732,4531
NP-0402,Hillcrest Group,unknown_unclassified,396161,OH,501c3,17,341418,34882
NP-0403,Cedar Counseling Center,mental_health,3765232,WI,501c3,23,3661047,428925
NP-0404,Community Land Trust,environment,432729,OH,501c3,3,408026,13256
NP-0405,Greater Meal Program,food_agriculture,74303,AZ,501c3,0,61438,3657
NP-0406,Senior Hospital Volunteers,health_care,591892,NH,501c3,17,467796,107355
NP-0407,Cedar Health Center,health_care,310731,CA,501c3,7,300783,56243
NP-0408,Bayside Group,unknown_unclassified,152510,SC,501c3,2,145407,6225
NP-0409,Maple Voter Education Network,public_societal,89738,IL,501c7,5,74553,2742
NP-0410,Silver Homeless Shelter,housing_shelter,130673,WA,501c3,4,155188,44944
NP-0411,Lighthouse Family Services,human_services,897134,NH,501c3,12,1028012,76513
NP-0412,Bright Food Bank,food_agriculture,615543,NY,501c3,9,640929,44547
NP-0413,Silver Social Services,human_services,189651,NY,501c3,0,217654,3352
NP-0414,Willow Land Trust,environment,49153,MN,501c6,0,48840,508
NP-0415,Bright Community Foundation,community_improvement,27571,IL,501c3,1,27038,5592
NP-0416,Westgate Giving Foundation,philanthropy,4695128,OH,501c3,43,4445717,656946
NP-0417,Children Animal Rescue,animal,750777,MA,501c3,19,615230,100039
NP-0418,Greater Job Training Center,employment,50551,TX,501c3,0,43787,822
NP-0419,International Wildlife Fund,environment,16512406,NY,501c3,227,13784367,1325800
NP-0420,Golden Wellness Network,mental_health,400966,OH,501c3,9,429868,50718
NP-0421,Saint Philanthropic Society,philanthropy,747981,FL,501c3,2,635723,111798
NP-0422,United Community Foundation,community_improvement,354438,PA,501c3,5,337780,75411
NP-0423,Northern Employment Coalition,employment,494277,IL,501c3,10,411412,35652
NP-0424,Community Green Initiative,environment,34326,MA,501c3,0,33446,1264
NP-0425,Sunrise Youth Foundation,youth_development,3686789,MI,501c7,51,3216583,289681
NP-0426,Phoenix Tutoring Initiative,education,67529,NY,501c3,2,62635,13924
NP-0427,National Recreation Association,recreation,25756,NH,501c3,0,20613,8323
NP-0428,Community Conservancy,environment,2984685,OH,501c3,14,2475505,363533
NP-0429,Pinewood Hospital Volunteers,health_care,2297594,TX,501c3,37,1853779,402759
NP-0430,Golden Improvement Trust,community_improvement,2363993,CA,501c3,68,2184754,560199
NP-0431,Eagle Educational Trust,education,369680,WV,501c3,20,324563,57949
NP-0432,Pinewood Disaster Relief,public_safety,168106,LA,501c3,0,143674,6373
NP-0433,Family Health Center,health_care,225060,VA,501c3,1,222786,38125
NP-0434,Eastview Volunteer Fire,public_safety,165508,FL,501c4,0,160457,3131
NP-0435,Harvest Crime Victims Fund,crime_legal,4387214,NY,501c3,42,3942286,557426
NP-0436,Lakeshore Donor Network,philanthropy,411934,FL,501c3,16,360257,21640
NP-0437,Faith Museum,arts_culture,33820,VA,501c3,0,25420,4297
NP-0438,Mountainview Humane Society,animal,197359,GA,501c3,2,190749,25898
NP-0439,Southside Wellness Foundation,health_care,33194,OH,501c3,2,33598,6759
NP-0440,Pioneer Equity Initiative,civil_rights,20100,NC,501c3,1,17752,1105
NP-0441,Phoenix Community Church,religion,788138,TX,501c3,18,666958,149465
NP-0442,Family Donor Network,philanthropy,335069,FL,501c3,2,269804,14862
NP-0443,Greater Theater Company,arts_culture,140630,CA,501c3,1,109907,17919
NP-0444,Golden Ministry,religion,10043,WY,501c3,1,9604,1705
NP-0445,Eastern Cross-Border Initiative,international,47585,LA,501c3,0,45802,93
NP-0446,Foundation Parks Foundation,recreation,392506,VA,501c3,13,331149,141419
NP-0447,Lakeshore Scholarship Fund,education,74059,TX,501c3,2,72229,14569
NP-0448,Children Donor Network,philanthropy,845133,SC,501c3,19,861179,94643
NP-0449,Riverside Boys & Girls Club,youth_development,42144,PA,501c3,1,39512,2167
NP-0450,Phoenix Learning Center,education,351868,FL,501c3,17,313254,35604
NP-0451,Phoenix Mentoring Network,youth_development,82204,CA,501c6,5,86051,8768
NP-0452,Oakland Community Foundation,community_improvement,388679,AL,501c3,3,385461,25492
NP-0453,Harvest Tutoring Initiative,education,46524,NY,501c3,0,44613,9297
NP-0454,Crescent Tutoring Initiative,education,211955,TN,501c3,4,166613,27620
NP-0455,Saint Educational Trust,education,182615,DC,501c3,2,249994,24190
NP-0456,Unity Improvement Trust,community_improvement,348320,PA,501c3,19,357170,84408
NP-0457,Valley Arts Council,arts_culture,9426,CA,501c3,3,7635,1570
NP-0458,Eastview Equity Initiative,civil_rights,3144428,WV,501c3,27,2647840,153236
NP-0459,Family STEM Foundation,science_tech,87387,NY,501c3,1,93803,10209
NP-0460,Silver Educational Trust,education,487936,KY,501c3,5,470867,95712
NP-0461,Capital Scholarship Fund,education,213850,CA,501c3,1,232450,20389
NP-0462,Northside Synagogue,religion,22182,TN,501c3,0,17300,5561
NP-0463,Crescent Arts Council,arts_culture,232311,CO,501c3,0,210769,33546
NP-0464,Golden Pantry,food_agriculture,76117,MN,501c3,2,72807,3515
NP-0465,Valley Meal Program,food_agriculture,442850,IN,501c3,18,338483,54564
NP-0466,Eagle Scholarship Fund,education,184079,MD,501c3,1,181959,15435
NP-0467,Heritage Community Foundation,community_improvement,161207,LA,501c3,0,145335,35554
NP-0468,United Humane Society,animal,2206638,TN,501c3,9,2009929,146993
NP-0469,Southern Health Center,health_care,446701,CO,501c3,10,390688,110987
NP-0470,Capital Disease Foundation,diseases,53939,NV,501c3,1,52908,1961
NP-0471,Northside Educational Trust,education,2510868,IN,501c3,21,2318741,451660
NP-0472,Eastern Habitat,housing_shelter,239345,WI,501c4,0,225788,64193
NP-0473,Holy Theater Company,arts_culture,141157,KS,501c3,0,136607,26918
NP-0474,Crescent Improvement Trust,community_improvement,4417764,TN,501c4,11,5278837,420202
NP-0475,Foundation Social Services,human_services,12631216,CA,501c3,253,9859293,1850024
NP-0476,Open Workforce Development,employment,429319,TX,501c3,8,442584,49206
NP-0477,Heritage Crime Victims Fund,crime_legal,398070,MS,501c3,7,342924,57255
NP-0478,Saint Medical Auxiliary,health_care,961442,UT,501c3,15,1086751,191444
NP-0479,Lakeshore Schools Foundation,education,13744,FL,501c3,1,13466,1321
NP-0480,Cedar Learning Center,education,2966136,SC,501c3,55,2454453,429405
NP-0481,Oakland Humane Society,animal,4985419,GA,501c7,60,4408445,270907
NP-0482,Children Conservancy,environment,430319,ID,501c3,12,468513,34987
NP-0483,Open Youth Foundation,youth_development,249929,KY,501c3,2,231223,31098
NP-0484,International Employment Coalition,employment,22404772,KY,501c3,242,24733191,1713690
NP-0485,Hope Ministry,religion,4245036,FL,501c3,44,3542450,1205336
NP-0486,Pinewood Affordable Housing Initiative,housing_shelter,231244,TX,501c3,0,230525,71416
NP-0487,Capital Science Lab,medical_research,436812,NC,501c3,8,440751,30091
NP-0488,Holy Neighborhood Coalition,community_improvement,39725,WI,501c3,1,35413,7761
NP-0489,Hope Awareness Campaign,diseases,3371843,OH,501c3,27,2626400,412372
NP-0490,Eastview Health Center,health_care,61842,CO,501c7,0,48890,10792
NP-0491,Community Employment Coalition,employment,21169,CT,501c3,0,20614,434
NP-0492,Riverside Boys & Girls Club,youth_development,396158,NY,501c3,8,308865,42940
NP-0493,Greater Donor Network,philanthropy,55747,MD,501c3,0,43797,1873
NP-0494,Golden Community Church,religion,14807,MN,501c3,0,16021,4849
NP-0495,Silver Hospital Volunteers,health_care,84540,TX,501c3,1,66939,5210
NP-0496,Silver Fraternal Association,mutual_membership,3964557,MI,501c3,44,3645646,242469
NP-0497,Eastern Therapy Coalition,mental_health,415637,TX,501c3,17,326682,42864
NP-0498,Crescent Temple,religion,280913,CA,501c3,8,280898,62984
NP-0499,Children Recreation Association,recreation,68456,TN,501c3,1,55453,18140
NP-0500,United Educational Trust,education,257632,IL,501c3,7,236188,60403
NP-0501,National Community Foundation,community_improvement,483847,IN,501c3,19,506223,102978
NP-0502,Family Civic League,community_improvement,85119,PA,501c3,0,82274,19852
NP-0503,Foundation Academy,education,198367,TX,501c3,2,209693,25373
NP-0504,Hillcrest Donor Network,philanthropy,52072,MN,501c3,1,48187,3884
NP-0505,Holy Housing Coalition,housing_shelter,11622,FL,501c3,2,8774,2845
NP-0506,Open Land Trust,environment,453301,KS,501c3,12,419013,58320
NP-0507,Community Wildlife Fund,environment,1485851,CA,501c3,8,1127472,195797
NP-0508,Valley Pantry,food_agriculture,331914,CA,501c3,2,320498,45490
NP-0509,Golden Watershed Alliance,environment,130841,NY,501c3,1,101125,18971
NP-0510,Crescent Scholarship Fund,education,96160,VA,501c3,4,92175,10796
NP-0511,Foundation Employment Coalition,employment,555536,TX,501c3,14,464035,28597
NP-0512,International Mentoring Network,youth_development,187118,MO,501c3,4,184038,17592
NP-0513,United Parks Foundation,recreation,550993,CA,501c3,16,484258,181799
NP-0514,Valley Religious Society,religion,73819,TX,501c4,1,72583,24849
NP-0515,Beacon Food Bank,food_agriculture,144774,CA,501c3,1,125220,13167
NP-0516,United Wellness Foundation,health_care,355071,IN,501c3,20,310394,56665
NP-0517,Central Academy,education,214125,FL,501c3,2,190320,18118
NP-0518,Beacon Family Services,human_services,44532,WI,501c3,0,44135,392
NP-0519,Pinewood Youth Foundation,youth_development,2373249,MO,501c3,71,2261882,133171
NP-0520,Silver World Mission,international,90342,IN,501c3,2,80070,6142
NP-0521,Bayside Public Interest Forum,public_societal,1374498,NE,501c3,9,1340851,181043
NP-0522,Liberty Wellness Network,mental_health,930311,VA,501c3,13,750241,31390
NP-0523,Phoenix Mentoring Network,youth_development,155369,WI,501c3,3,122375,11831
NP-0524,Pinewood Academy,education,27350,DC,501c3,1,25352,4966
NP-0525,Unity Educational Trust,education,3916679,LA,501c3,62,3809830,528065
NP-0526,Silver Therapy Coalition,mental_health,471984,FL,501c3,9,454738,66638
NP-0527,International Theater Company,arts_culture,226230,CA,501c3,5,202710,58349
NP-0528,Bright Meal Program,food_agriculture,20481,CA,501c4,1,20141,2295
NP-0529,Harvest Medical Auxiliary,health_care,745822,CA,501c3,16,629359,146750
NP-0530,United Faith Center,religion,24583,LA,501c3,1,24046,2911
NP-0531,Family Schools Foundation,education,3618575,CA,501c_other,11,2773645,546836
NP-0532,Unity Medical Auxiliary,health_care,98590,AZ,501c3,0,85611,7909
NP-0533,Mountainview Improvement Trust,community_improvement,238251,NY,501c3,4,182709,18825
NP-0534,Capital World Mission,international,880632,GA,501c3,7,789814,62885
NP-0535,Northern Cross-Border Initiative,international,179001,TX,501c3,2,213413,10389
NP-0536,First Meal Program,food_agriculture,19706,TX,501c4,0,16869,941
NP-0537,Capital Mentoring Network,youth_development,4600204,ID,501c3,42,3695884,192257
NP-0538,Valley Meal Program,food_agriculture,903962,MD,501c3,8,800497,134858
NP-0539,Willow Arts Council,arts_culture,237694,CA,501c3,0,188701,43970
NP-0540,Heritage Arts Council,arts_culture,469010,CA,501c6,8,545837,146529
NP-0541,New Charitable Trust,philanthropy,3374264,TX,501c3,31,3608995,203806
NP-0542,Pioneer Scouts Council,youth_development,184778,KS,501c3,1,178100,6926
NP-0543,Sacred Foundation,unknown_unclassified,27274,NY,501c3,0,28938,243
NP-0544,Silver Tutoring Initiative,education,489235,SC,501c3,16,467299,31596
NP-0545,Crescent Wellness Foundation,health_care,45982,NC,501c4,0,38077,3693
NP-0546,Northside Recreation Association,recreation,214309,NJ,501c6,1,212297,25937
NP-0547,Saint Disease Foundation,diseases,42540,MO,501c3,2,37706,3321
NP-0548,Pioneer Mental Health Initiative,mental_health,4189571,OK,501c3,45,4017090,145460
NP-0549,Riverside Community Clinic,health_care,755067,OH,501c3,4,788137,66365
NP-0550,Lakeshore Arts Council,arts_culture,241702,WY,501c3,2,227922,83032
NP-0551,Bright Mental Health Initiative,mental_health,155490,IL,501c3,4,151279,17316
NP-0552,Southern Community Services,human_services,756321,NY,501c3,2,706104,26846
NP-0553,First Arts Council,arts_culture,1408073,TN,501c4,66,1396481,167824
NP-0554,Valley Habitat,housing_shelter,2787660,LA,501c3,51,3061461,846108
NP-0555,Heritage Temple,religion,4326509,MA,501c3,35,4238482,868118
NP-0556,Saint Scholarship Fund,education,364992,GA,501c3,9,366477,25547
NP-0557,Harvest Awareness Campaign,diseases,5236,TX,501c4,0,4609,232
NP-0558,Maple Aid Society,human_services,358011,FL,501c3,9,415670,12356
NP-0559,First Scouts Council,youth_development,77445,CA,501c3,0,59903,2053
NP-0560,United Giving Foundation,philanthropy,154554,ND,501c3,1,140539,17345
NP-0561,International Educational Trust,education,324727,MD,501c3,8,265256,68527
NP-0562,Lighthouse Cultural Center,arts_culture,25952,CO,501c6,0,24109,8211
NP-0563,Pioneer Community Clinic,health_care,128870,FL,501c3,1,115667,28863
NP-0564,Western Learning Center,education,156666,MA,501c3,5,129635,12107
NP-0565,Harvest Boys & Girls Club,youth_development,47682,RI,501c3,1,36821,4094
NP-0566,Northside International Aid,international,45905,FL,501c3,3,48558,4422
NP-0567,Southside Medical Research Institute,medical_research,81030,VA,501c3,4,72603,9589
NP-0568,United Hospital Volunteers,health_care,289051,MA,501c4,20,301126,17009
NP-0569,Faith Gallery,arts_culture,930593,VA,501c3,5,742708,248976
NP-0570,New Helpline,human_services,92443,ID,501c3,5,81701,4568
NP-0571,Eastern International Aid,international,958332,CA,501c3,14,885796,100833
NP-0572,Silver Donor Network,philanthropy,108575,CA,501c4,1,106935,11237
NP-0573,Heritage Improvement Trust,community_improvement,528737,CA,501c4,18,617282,120338
NP-0574,Crescent Mental Health Initiative,mental_health,43310,AZ,501c3,1,42819,2018
NP-0575,Westgate Safety Coalition,public_safety,956723,IN,501c3,8,945284,65493
NP-0576,Bayside Wellness Foundation,health_care,238066,CA,501c3,4,203875,51202
NP-0577,Beacon Boys & Girls Club,youth_development,4946319,LA,501c6,16,4584227,200212
NP-0578,Lakeshore Medical Auxiliary,health_care,95683,ID,501c3,0,75671,23004
NP-0579,Senior Medical Research Institute,medical_research,210134,MD,501c6,1,202690,7891
NP-0580,Golden Improvement Trust,community_improvement,421903,NJ,501c3,12,372612,65830
NP-0581,Mountainview Job Training Center,employment,67039,WA,501c4,1,54142,8813
NP-0582,Central Community Clinic,health_care,42541,ID,501c3,0,50365,8022
NP-0583,Central Schools Foundation,education,365576,TX,501c_other,10,289181,69981
NP-0584,Children Synagogue,religion,22906086,TX,501c3,194,17293752,8688751
NP-0585,Bayside Faith Center,religion,23325604,NM,501c3,299,20785218,5648836
NP-0586,Golden Family Services,human_services,2420545,LA,501c3,22,2408463,113113
NP-0587,Family Medical Auxiliary,health_care,124243,OH,501c3,1,119243,19293
NP-0588,Holy Conservancy,environment,545810,CA,501c3,18,462897,55880
NP-0589,Unity Civic Engagement Coalition,public_societal,2550340,IL,501c3,57,2057946,184039
NP-0590,Western Educational Trust,education,19847982,CO,501c3,187,17775855,4555999
NP-0591,Lighthouse Educational Trust,education,81104,MA,501c3,5,66268,19191
NP-0592,Pioneer Schools Foundation,education,245703,GA,501c4,2,244657,22076
NP-0593,Faith Search and Rescue,public_safety,2274709,CA,501c3,71,2213684,75567
NP-0594,Heritage Medical Auxiliary,health_care,175415,ID,501c3,1,155692,17357
NP-0595,Southern Habitat,housing_shelter,225956,ME,501c3,2,240145,54864
NP-0596,Cedar Disease Foundation,diseases,88119,CO,501c3,0,81568,596
NP-0597,Saint Community Clinic,health_care,175984,GA,501c4,1,167860,15620
NP-0598,Southern World Mission,international,182892,MA,501c3,4,176500,20530
NP-0599,Cedar Academy,education,21979,MA,501c3,0,21332,5147
NP-0600,Senior Humane Society,animal,792896,NJ,501c3,18,849393,90605
NP-0601,Foundation Science Lab,medical_research,25569,MS,501c3,0,21030,1044
NP-0602,Pinewood Global Relief,international,8886,IL,501c3,0,9012,100
NP-0603,First Academy,education,540755,CA,501c3,2,534193,31635
NP-0604,Heritage Neighborhood Coalition,community_improvement,33290,NJ,501c3,0,25035,2307
NP-0605,Cedar Parks Foundation,recreation,9769,FL,501c3,2,11672,1996
NP-0606,International Transitional Housing,housing_shelter,777263,CA,501c3,8,775874,117780
NP-0607,First Music Society,arts_culture,4570597,CO,501c6,68,3966711,1059920
NP-0608,Open Neighborhood Coalition,community_improvement,356844,DE,501c3,5,344609,51093
NP-0609,National Homeless Shelter,housing_shelter,543121,IL,501c3,12,449137,128765
NP-0610,Northern Social Services,human_services,212187,OR,501c3,0,194832,5046
NP-0611,Southern Watershed Alliance,environment,39354,DC,501c3,1,37620,3045
NP-0612,Heritage Synagogue,religion,36918,CO,501c4,3,32081,14663
NP-0613,Beacon Civic League,community_improvement,805092,CO,501c3,20,730941,143923
NP-0614,Northside Pantry,food_agriculture,173109,AZ,501c3,0,134062,4235
NP-0615,Greater Cultural Center,arts_culture,107012,CO,501c3,5,94795,15604
NP-0616,Eastview Scholarship Fund,education,915619,CA,501c3,16,807959,135557
NP-0617,Pioneer Wellness Network,mental_health,6060270,CT,501c3,260,6132468,509146
NP-0618,Sacred Workforce Development,employment,2271061,CA,501c3,29,1764381,263185
NP-0619,Eastview Trail Conservancy,recreation,373160,MI,501c3,17,357418,43555
NP-0620,Phoenix Sports League,recreation,649127,OH,501c3,12,563502,89877
NP-0621,Hope Neighborhood Coalition,community_improvement,349765,MA,501c3,5,331713,46303
NP-0622,Riverside Wellness Foundation,health_care,1274727,IN,501c3,47,999329,201003
NP-0623,Pioneer Social Services,human_services,105348,GA,501c3,3,105273,7935
NP-0624,Greater Sports League,recreation,676143,LA,501c3,17,610544,136487
NP-0625,Hope Therapy Coalition,mental_health,4301544,NC,501c3,17,4532035,277375
NP-0626,Senior Group,unknown_unclassified,548212,OH,501c3,20,448090,20871
NP-0627,Willow Community Garden,food_agriculture,329127,FL,501c3,18,343375,31199
NP-0628,Sacred Medical Research Institute,medical_research,594686,TN,501c3,2,580301,31152
NP-0629,Silver Family Services,human_services,91807,KY,501c6,2,90747,7532
NP-0630,Sunrise Housing Coalition,housing_shelter,47456,OH,501c3,1,49402,16991
NP-0631,Southside Philanthropic Society,philanthropy,47506,NY,501c3,1,36708,2519
NP-0632,Senior Agricultural Coalition,food_agriculture,259700,WA,501c3,8,201861,15843
NP-0633,Hillcrest Family Services,human_services,21302151,FL,501c3,50,19796112,1441486
NP-0634,Heritage Social Science Forum,social_science,273673,GA,501c3,14,320860,12826
NP-0635,Heritage Social Services,human_services,4983223,NM,501c3,75,4619014,291863
NP-0636,Westgate Wellness Foundation,health_care,623699,MA,501c3,15,481098,57892
NP-0637,Westgate Medical Research Institute,medical_research,433400,CT,501c3,5,361783,48509
NP-0638,Family Mental Health Initiative,mental_health,24851,WI,501c3,0,24601,67
NP-0639,Faith Wellness Foundation,health_care,973514,OH,501c3,5,776159,134812
NP-0640,Unity Ministry,religion,4173695,KS,501c3,38,3847659,617991
NP-0641,Harvest Medical Auxiliary,health_care,643674,LA,501c3,4,704211,92829
NP-0642,Golden Social Services,human_services,3929646,IA,501c3,41,3223768,401821
NP-0643,Saint Job Training Center,employment,415191,CA,501c3,16,397256,32417
NP-0644,Valley Wellness Foundation,health_care,451223,CA,501c3,6,482165,94092
NP-0645,Maple Community Garden,food_agriculture,933464,CO,501c3,12,896063,74434
NP-0646,New Tech Initiative,science_tech,51505,WV,501c4,5,50543,7149
NP-0647,Silver Health Center,health_care,407389,OK,501c3,10,383600,34230
NP-0648,Family Theater Company,arts_culture,4469769,VA,501c3,71,3990219,702483
NP-0649,Harvest Community Clinic,health_care,3516929,NJ,501c3,35,4419349,652171
NP-0650,Community Medical Research Institute,medical_research,90480,TX,501c3,2,78408,9741
NP-0651,First Meal Program,food_agriculture,155631,IA,501c8,3,153577,9454
NP-0652,Beacon Gallery,arts_culture,3543318,IL,501c3,13,3015039,759266
NP-0653,Pinewood Counseling Center,mental_health,318233,ME,501c3,7,297886,43072
NP-0654,Phoenix Wellness Foundation,health_care,26447,VA,501c3,3,24983,2808
NP-0655,Sacred Community Clinic,health_care,638285,IA,501c3,18,592669,72195
NP-0656,Eastern Safety Coalition,public_safety,149524,KS,501c3,0,113215,1945
NP-0657,Western Crime Victims Fund,crime_legal,16682,WY,501c6,3,16229,725
NP-0658,Oakland Scholarship Fund,education,30514,CA,501c3,1,32232,5572
NP-0659,Bayside Foundation,unknown_unclassified,27517,CA,501c3,0,21156,452
NP-0660,New Research Society,diseases,1644981,MA,501c7,11,1507032,179540
NP-0661,Senior Parks Foundation,recreation,499271,CA,501c7,16,447501,159914
NP-0662,Eastview Land Trust,environment,114558,CA,501c3,3,99717,4709
NP-0663,Capital Animal Rescue,animal,11823,SC,501c3,0,11400,444
NP-0664,Willow Educational Trust,education,2300659,MI,501c3,24,1769718,284111
NP-0665,Liberty Workforce Development,employment,273651,OH,501c3,15,290449,22464
NP-0666,Community Theater Company,arts_culture,94973,IL,501c3,3,109478,27937
NP-0667,Silver Food Bank,food_agriculture,58374,CA,501c3,3,46683,4747
NP-0668,Eagle Disaster Relief,public_safety,358270,MS,501c3,5,320315,45693
NP-0669,Harvest Sports League,recreation,742681,SC,501c3,7,736847,84351
NP-0670,Community Hospital Volunteers,health_care,169487,CO,501c3,1,183215,15629
NP-0671,Central Hospital Volunteers,health_care,17941,MD,501c3,0,15167,3379
NP-0672,Willow Family Services,human_services,431052,PA,501c3,14,434829,19920
NP-0673,Family Neighborhood Coalition,community_improvement,20765,MO,501c3,1,20179,3638
NP-0674,United Academy,education,130528,SC,501c3,0,116237,31688
NP-0675,Eastern Giving Foundation,philanthropy,468585,MA,501c3,14,352176,49505
NP-0676,Western Faith Center,religion,395307,OK,501c3,11,328079,100410
NP-0677,Capital Religious Society,religion,53978,NV,501c3,2,43893,6426
NP-0678,Eagle STEM Foundation,science_tech,367525,TX,501c3,15,296813,19502
NP-0679,Northern Wildlife Sanctuary,animal,222805,FL,501c4,0,198803,10692
NP-0680,Foundation Improvement Trust,community_improvement,324044,LA,501c3,4,309933,29130
NP-0681,Northern Learning Center,education,63725,GA,501c_other,2,81042,6510
NP-0682,Sacred Schools Foundation,education,2416562,CT,501c3,63,1921983,392440
NP-0683,Foundation Foundation,unknown_unclassified,792040,AL,501c3,10,859633,106801
NP-0684,First Helpline,human_services,129079,KS,501c3,5,126559,17168
NP-0685,Holy Museum,arts_culture,4820951,TX,501c3,54,3897375,1120655
NP-0686,Faith Community Services,human_services,136116,TX,501c3,0,128483,5235
NP-0687,Mountainview Improvement Trust,community_improvement,33716,MI,501c3,0,32638,6169
NP-0688,Lakeshore Improvement Trust,community_improvement,4766758,TX,501c3,66,5489472,888713
NP-0689,Hope Educational Trust,education,1355585,CA,501c3,51,1282910,112330
NP-0690,Southern World Mission,international,1242471,IN,501c3,74,1418815,169341
NP-0691,Capital Community Services,human_services,4775748,PA,501c3,75,4572029,374765
NP-0692,Hillcrest Science Foundation,science_tech,190505,TN,501c3,4,184832,10225
NP-0693,Golden Theater Company,arts_culture,566063,IL,501c3,18,711419,72368
NP-0694,Holy Habitat,housing_shelter,22692,MN,501c3,1,20532,7214
NP-0695,Silver Family Services,human_services,282456,OR,501c3,3,281627,23683
NP-0696,Eastern Employment Coalition,employment,23978293,DE,501c3,159,19348254,2977497
NP-0697,Mountainview Aid Society,human_services,71485,WI,501c3,2,64744,6041
NP-0698,Lighthouse Improvement Trust,community_improvement,2997550,CA,501c3,35,2469558,465372
NP-0699,Eastern Giving Foundation,philanthropy,21426272,MA,501c3,253,21735552,969643
NP-0700,Heritage Scholarship Fund,education,31967,WI,501c3,0,24977,5172
NP-0701,Sacred Charitable Trust,philanthropy,84260,TX,501c3,0,79895,1277
NP-0702,Heritage Civic League,community_improvement,14999,TX,501c3,2,13706,2216
NP-0703,Foundation Learning Center,education,79646,CA,501c3,5,77556,15451
NP-0704,Greater Cross-Border Initiative,international,217722,NJ,501c3,0,207808,6801
NP-0705,Silver Research Society,diseases,19519,NV,501c3,1,19388,2242
NP-0706,International Trail Conservancy,recreation,45273,TX,501c3,1,45176,11613
NP-0707,Lighthouse Affordable Housing Initiative,housing_shelter,254973,CA,501c3,10,245351,79471
